2.18583	20.40107	57.63279
3.64305	18.94385	60.79556
3.27874	18.21524	60.09272
10.92914	18.57954	60.79556
20.76537	10.92914	60.09272
27.50501	-8.56116	55.34856
29.14438	-25.86564	34.08768
22.22259	-22.58690	34.08768
13.29712	-13.29712	-9.66403
3.09659	-9.65408	-12.47539
-12.38636	-15.66511	-5.97413
-26.59425	-20.03676	7.73123
-34.06250	-20.58322	22.31513
-35.70187	-17.85093	33.73626
-28.23362	-15.11865	51.13153
-19.30815	-10.56484	61.84982
-10.56484	-12.02206	65.36401
0.72861	-12.02206	66.41827
19.67246	-18.57954	60.44414
37.34124	-16.21156	47.96875
42.62366	-8.01471	40.41323
43.35227	-5.82888	37.25046
45.53810	-4.73596	35.49336
49.18114	3.27874	30.57349
48.63469	11.47560	26.53217
45.53810	12.38636	14.75962
40.25568	15.11865	14.75962
29.14438	21.85829	-6.32555
9.10762	7.65040	-15.46245
-11.11130	2.73229	-15.28675
-15.11865	-5.64672	-12.12397
-18.21524	-20.76537	-3.16277
-15.66511	-26.22994	1.40568
-10.38269	-27.14071	0.52713
2.73229	-16.94017	-9.31261
10.56484	2.18583	-13.70536
10.92914	13.11497	-12.65110
10.92914	22.95120	-11.59684
12.38636	35.70187	-5.97413
9.47192	45.53810	3.86561
16.94017	51.18482	14.93533
22.95120	46.63101	40.41323
21.85829	25.86564	63.95834
4.55381	-0.91076	73.62237
-2.91444	-23.67981	65.01260
-10.92914	-41.89505	24.59936
-14.02573	-28.96223	-0.87855
-15.30080	-12.75067	-12.29968
-13.66143	-0.91076	-15.28675
-5.64672	17.30448	-15.98958
1.82152	31.69452	-12.65110
2.36798	44.99164	-1.93281
7.10394	45.35595	-0.52713
14.39004	51.18482	12.82681
23.67981	50.63836	32.33059
30.96591	39.34492	47.79304
30.78375	30.05515	57.10566
27.50501	18.03309	63.78262
27.32286	8.01471	63.60691
32.05882	1.82152	60.44414
32.78743	2.91444	59.74130
39.34492	17.48663	53.06433
40.61998	25.68349	38.83184
42.07720	27.50501	38.83184
39.52707	26.04779	11.42113
37.34124	17.30448	4.74416
38.43415	-6.37533	9.31261
36.06617	-21.12968	30.57349
28.41577	-17.48663	50.60440
20.40107	-10.56484	62.20124
10.38269	-6.01103	66.94540
-7.65040	-3.64305	67.82394
-22.58690	-2.91444	63.60691
-28.78008	2.91444	60.79556
-31.14806	5.64672	59.91701
-27.68716	12.75067	60.79556
-16.39371	22.22259	65.01260
5.28242	27.14071	66.94540
15.30080	22.22259	65.36401
18.94385	23.31551	63.95834
17.66878	38.79846	54.99714
18.39739	49.72760	37.42617
17.48663	50.27406	37.42617
19.30815	47.35962	13.35394
19.12600	41.34859	1.93281
16.94017	34.79111	-3.68990
11.65775	27.32286	-10.19116
6.37533	2.36798	-11.42113
-3.27874	-20.03676	-5.62271
-13.66143	-32.24097	19.15236
-19.67246	-24.04412	45.68452
-21.85829	-4.37166	57.63279
-18.21524	10.56484	61.49840
-10.74699	22.04044	63.07978
-2.73229	29.69084	62.37695
3.09659	26.04779	63.07978
3.82520	11.11130	68.70250
10.01838	-3.82520	68.35107
19.85461	-4.55381	63.78262
33.51604	-3.64305	54.82143
32.42313	-0.72861	55.87569
37.52339	-6.55749	48.49588
40.98429	-1.63937	46.91449
36.06617	16.75802	56.22711
26.95855	22.58690	62.55266
21.12968	17.12232	65.36401
7.10394	6.73964	68.35107
-2.91444	5.46457	69.58105
-12.20421	14.39004	64.83688
-8.01471	10.92914	65.01260
-6.73964	14.75434	61.67411
-4.18951	19.85461	57.80849
-4.37166	14.93650	59.38988
-2.00368	12.93282	60.97127
-1.27507	15.84726	60.26843
-2.00368	18.03309	59.21417
1.09291	16.75802	57.63279
7.10394	17.66878	59.21417
7.10394	16.94017	58.51133
9.10762	17.85093	57.63279
8.37901	21.85829	61.14698
-0.18215	24.22627	72.91953
-4.37166	25.50134	67.82394
-5.28242	24.22627	63.07978
-3.64305	21.49398	60.79556
-3.46090	22.76905	59.21417
-4.18951	22.76905	60.26843
-4.00735	22.58690	60.09272
